Date,Open,High,Low,Close,Adj Close,Volume
2020-05-05,118.680000,124.550003,118.680000,120.769997,120.573013,99200
2020-05-06,121.410004,122.129997,115.720001,118.220001,118.027176,102100
2020-05-07,120.029999,121.709999,117.010002,118.570000,118.376602,116400
2020-05-08,121.570000,124.000000,119.639999,122.419998,122.220322,147900
2020-05-11,120.250000,122.500000,117.550003,121.230003,121.032265,142900
2020-05-12,121.349998,125.669998,114.209999,114.309998,114.123550,220200
2020-05-13,113.180000,117.070000,108.919998,111.269997,111.088509,147400
2020-05-14,108.029999,112.089996,103.089996,111.650002,111.467888,164200
2020-05-15,111.500000,112.949997,109.480003,110.199997,110.020248,216600
2020-05-18,116.510002,123.089996,116.169998,118.879997,118.686096,288200
2020-05-19,117.830002,119.110001,114.529999,114.870003,114.682640,171600
2020-05-20,118.699997,126.050003,118.699997,119.980003,119.784309,419400
2020-05-21,121.949997,125.320000,119.709999,122.580002,122.380066,245900
2020-05-22,124.000000,128.889999,119.470001,128.070007,127.861115,170900
2020-05-26,134.250000,135.740005,128.839996,131.220001,131.005966,190100
2020-05-27,135.009995,145.610001,133.899994,143.720001,143.485580,260300
2020-05-28,146.169998,146.330002,137.389999,138.229996,138.004532,171100
2020-05-29,135.669998,140.710007,134.589996,140.649994,140.420578,125200
2020-06-01,141.339996,145.669998,135.919998,135.949997,135.728256,152700
2020-06-02,137.580002,138.789993,135.369995,137.440002,137.215820,207500
2020-06-03,139.429993,143.960007,138.080002,140.029999,139.801605,161200
2020-06-04,138.160004,142.449997,137.669998,142.130005,141.898178,126800
2020-06-05,149.399994,157.059998,148.479996,154.759995,154.507568,186700
2020-06-08,158.080002,159.039993,147.339996,150.220001,149.974976,188400
2020-06-09,147.270004,151.839996,144.860001,148.550003,148.307709,94400
2020-06-10,148.080002,148.080002,142.649994,144.229996,143.994751,95700
2020-06-11,136.009995,138.979996,129.720001,129.729996,129.518402,151100
2020-06-12,136.339996,136.630005,128.410004,134.520004,134.300598,127700
2020-06-15,129.630005,136.470001,129.630005,136.460007,136.237427,103400
2020-06-16,142.679993,145.800003,138.279999,139.860001,139.631882,131700
2020-06-17,140.470001,141.830002,138.100006,138.300003,138.074417,100600
2020-06-18,136.449997,139.199997,136.220001,137.169998,136.946259,90400
2020-06-19,138.949997,139.619995,132.559998,133.809998,133.591736,276200
2020-06-22,135.149994,138.940002,132.800003,138.110001,137.884735,136800
2020-06-23,140.559998,140.800003,137.169998,137.250000,137.026138,129500
2020-06-24,135.339996,137.169998,130.210007,131.589996,131.375366,209400
2020-06-25,130.710007,133.779999,129.649994,133.440002,133.222351,126800
2020-06-26,131.979996,133.399994,126.809998,127.370003,127.162254,256200
2020-06-29,129.270004,134.250000,128.600006,131.399994,131.185669,132300
2020-06-30,130.649994,135.399994,129.050003,134.039993,133.821365,138900
2020-07-01,134.000000,135.630005,127.309998,128.850006,128.639847,126400
2020-07-02,131.410004,133.830002,128.850006,131.369995,131.155716,118100
2020-07-06,134.520004,134.520004,131.649994,133.190002,132.972763,81900
2020-07-07,132.580002,134.369995,127.250000,127.510002,127.302025,100700
2020-07-08,127.160004,129.330002,126.029999,127.349998,127.142281,78800
2020-07-09,126.879997,127.480003,122.440002,124.400002,124.197098,82600
2020-07-10,124.300003,127.650002,124.040001,127.070000,126.862740,67700
2020-07-13,128.910004,130.270004,125.290001,126.910004,126.703003,77700
2020-07-14,126.839996,133.809998,126.839996,133.300003,133.082581,120200
2020-07-15,129.630005,135.259995,126.150002,133.429993,133.212357,158400
2020-07-16,133.259995,133.940002,129.410004,130.550003,130.337067,73300
2020-07-17,130.199997,132.500000,129.550003,130.330002,130.117416,64400
2020-07-20,129.490005,129.699997,126.089996,127.190002,126.982544,44000
2020-07-21,129.339996,130.940002,127.449997,129.690002,129.478470,135600
2020-07-22,128.380005,130.889999,126.209999,126.980003,126.772888,95600
2020-07-23,126.580002,131.669998,126.250000,128.660004,128.450150,63800
2020-07-24,128.729996,129.449997,126.519997,127.419998,127.212166,68800
2020-07-27,126.830002,129.229996,126.830002,128.330002,128.120682,52200
2020-07-28,127.059998,127.059998,121.989998,122.239998,122.040611,75900
